../../input/uf50-0342.cnf,0.02,timesteps-0.csv
../../input/uf50-0342.cnf,0.02,timesteps-1.csv
../../input/uf50-0342.cnf,0.02,timesteps-3.csv
../../input/uf50-0342.cnf,0.02,timesteps-2.csv
../../input/uf50-0342.cnf,0.02,timesteps-4.csv
../../input/uf50-0342.cnf,0.02,timesteps-5.csv
../../input/uf50-0342.cnf,0.04,timesteps-6.csv
../../input/uf50-0342.cnf,0.04,timesteps-7.csv
../../input/uf50-0342.cnf,0.04,timesteps-8.csv
../../input/uf50-0342.cnf,0.06,timesteps-12.csv
../../input/uf50-0342.cnf,0.06,timesteps-13.csv
../../input/uf50-0342.cnf,0.06,timesteps-15.csv
../../input/uf50-0342.cnf,0.04,timesteps-10.csv
../../input/uf50-0342.cnf,0.06,timesteps-17.csv
../../input/uf50-0748.cnf,0.02,timesteps-18.csv
../../input/uf50-0748.cnf,0.02,timesteps-19.csv
../../input/uf50-0748.cnf,0.02,timesteps-21.csv
../../input/uf50-0748.cnf,0.02,timesteps-23.csv
../../input/uf50-0748.cnf,0.04,timesteps-27.csv
../../input/uf50-0748.cnf,0.04,timesteps-29.csv
../../input/uf50-0748.cnf,0.06,timesteps-30.csv
../../input/uf50-0748.cnf,0.06,timesteps-31.csv
../../input/uf50-0342.cnf,0.06,timesteps-14.csv
../../input/uf50-0342.cnf,0.06,timesteps-16.csv
../../input/uf50-0342.cnf,0.04,timesteps-11.csv
../../input/uf50-0748.cnf,0.06,timesteps-33.csv
../../input/uf50-0748.cnf,0.04,timesteps-28.csv
../../input/uf50-0748.cnf,0.04,timesteps-24.csv
../../input/uf50-0748.cnf,0.06,timesteps-35.csv
../../input/uf50-0334.cnf,0.02,timesteps-37.csv
../../input/uf50-0748.cnf,0.04,timesteps-25.csv
../../input/uf50-0748.cnf,0.02,timesteps-22.csv
../../input/uf50-0748.cnf,0.02,timesteps-20.csv
../../input/uf50-0342.cnf,0.04,timesteps-9.csv
../../input/uf50-0334.cnf,0.02,timesteps-41.csv
../../input/uf50-0748.cnf,0.04,timesteps-26.csv
../../input/uf50-0334.cnf,0.04,timesteps-42.csv
../../input/uf50-0334.cnf,0.04,timesteps-44.csv
../../input/uf50-0334.cnf,0.02,timesteps-38.csv
../../input/uf50-0334.cnf,0.04,timesteps-46.csv
../../input/uf50-0748.cnf,0.06,timesteps-34.csv
../../input/uf50-0334.cnf,0.04,timesteps-45.csv
../../input/uf50-0334.cnf,0.02,timesteps-36.csv
../../input/uf50-0334.cnf,0.06,timesteps-48.csv
../../input/uf50-0334.cnf,0.06,timesteps-49.csv
../../input/uf50-0748.cnf,0.06,timesteps-32.csv
../../input/uf50-0334.cnf,0.02,timesteps-40.csv
../../input/uf50-0334.cnf,0.06,timesteps-51.csv
../../input/uf50-0334.cnf,0.06,timesteps-52.csv
../../input/uf50-0334.cnf,0.02,timesteps-39.csv
../../input/uf50-0334.cnf,0.06,timesteps-53.csv
../../input/uf50-0334.cnf,0.06,timesteps-50.csv
../../input/uf50-0334.cnf,0.04,timesteps-47.csv
../../input/uf50-0334.cnf,0.04,timesteps-43.csv
../../input/uf50-0585.cnf,0.02,timesteps-56.csv
../../input/uf50-0585.cnf,0.02,timesteps-55.csv
../../input/uf50-0585.cnf,0.02,timesteps-54.csv
../../input/uf50-0585.cnf,0.02,timesteps-57.csv
../../input/uf50-0585.cnf,0.02,timesteps-58.csv
../../input/uf50-0585.cnf,0.02,timesteps-59.csv
../../input/uf50-0585.cnf,0.04,timesteps-60.csv
../../input/uf50-0585.cnf,0.04,timesteps-61.csv
../../input/uf50-0585.cnf,0.04,timesteps-62.csv
../../input/uf50-0585.cnf,0.04,timesteps-63.csv
../../input/uf50-0585.cnf,0.04,timesteps-64.csv
../../input/uf50-0585.cnf,0.06,timesteps-70.csv
../../input/uf50-0585.cnf,0.06,timesteps-71.csv
../../input/uf50-0585.cnf,0.06,timesteps-66.csv
../../input/uf50-0585.cnf,0.04,timesteps-65.csv
../../input/uf50-0585.cnf,0.06,timesteps-68.csv
../../input/uf50-0585.cnf,0.06,timesteps-69.csv
../../input/uf50-0585.cnf,0.06,timesteps-67.csv
